original,target,context,tense,form,person
"The genus was thought and possibly known to have originated in Africa , with the Pliocene - aged G. gurai thought and possibly known to be ancestral to all other species , but it is now thought and possibly known that the genus originated in India with the species G. tatroticus , also from the Pliocene .","The genus was thought but not known to have originated in Africa , with the Pliocene - aged G. gurai thought but not known to be ancestral to all other species , but it is now thought but not known that the genus originated in India with the species G. tatroticus , also from the Pliocene .","[""Golunda is a genus of murine rodent."", ""Fossil recordThe Indian bush rat (Golunda ellioti) is the sole surviving member of this genus, but it was formerly more diverse and widespread, occurring in both Asia and Africa."", ""The last surviving species in Africa was Golunda aouraghei from the Early Pleistocene.""]",past,fin,none
"This was previously thought and possibly known to be the highest chromosome number known for a mammal , but it has since been found that the plains viscacha rat or red viscacha rat ( Tympanoctomys barrerae ) has 4 x = 2n = 102 .","This was previously thought but not known to be the highest chromosome number known for a mammal , but it has since been found that the plains viscacha rat or red viscacha rat ( Tympanoctomys barrerae ) has 4 x = 2n = 102 .","[""Pittier's crab-eating rat  (Ichthyomys pittieri) is a species of semiaquatic rodent in the family Cricetidae."", ""It is endemic to Venezuela."", ""The natural habitats of this species are rivers and swamps."", ""Its karyotype has 2n = 92 and FNa = 98.""]",past,fin,none
It is thought and possibly known to prefer open habitats .,It is thought but not known to prefer open habitats .,"[""The Komodo rat (Komodomys rintjanus) is a species of rodent in the family Muridae endemic to the surrounding islands of Flores in Indonesia (including Komodo, Lembata, and Pantar), and formerly Flores itself."", ""Its natural habitat is subtropical or tropical dry forests."", ""It is threatened by habitat loss.""]",past,fin,none
It is thought and possibly known to have been driven to extinction through predation from feral cats .,It is thought but not known to have been driven to extinction through predation from feral cats .,"[""Anthony's woodrat (Neotoma bryanti anthonyi) is an extinct subspecies of Bryant's woodrat in the family Cricetidae."", ""It was found only on Isla Todos Santos in Baja California, Mexico.""]",past,fin,none
"StatusS. melanops is thought and possibly known to have a large range in the forests of tropical South America , and is thus presumed to have a large total population .","StatusS. melanops is thought but not known to have a large range in the forests of tropical South America , and is thus presumed to have a large total population .","[""Distribution and habitat"", ""This species is found in Ecuador on the eastern side of the Andes and also near Iquitos in eastern Peru, at altitudes between about ."", ""Its habitat is primary and secondary forest, forest fragments, and cropland near forest borders."", ""It does not seem to be arboreal and little is known of its biology, but pregnant females have been seen in March and April."", ""The nest often includes fibres from the undergrowth palm Lepidocaryum tenue and the litter size averages 2.5.""]",past,fin,none
"Until 2023 , it was thought and possibly known to be more widely distributed , ranging into southern Ecuador , but these populations are now identified as three separate , closely related species , T. lojapiuranus , T. pagaibambensis , and T. shallqukucha .","Until 2023 , it was thought but not known to be more widely distributed , ranging into southern Ecuador , but these populations are now identified as three separate , closely related species , T. lojapiuranus , T. pagaibambensis , and T. shallqukucha .","[""The ash-colored Oldfield mouse  (Thomasomys cinereus) is a species of rodent in the genus Thomasomys."", ""It is found in montane forests of the Department of Cajamarca in northern Peru, at elevations of .""]",past,fin,none
"It was previously thought and possibly known to occur only in Nigeria , but recent collections have been made in Gabon and Cameroon .","It was previously thought but not known to occur only in Nigeria , but recent collections have been made in Gabon and Cameroon .","[""Berlinia coriacea is a species of plant in the family Fabaceae.""]",past,fin,none
"It is thought and possibly known to be found only in India , and is threatened by habitat loss .","It is thought but not known to be found only in India , and is threatened by habitat loss .","[""Humboldtia bourdillonii is a species of in the family Fabaceae.""]",past,fin,none
"This snail was long thought and possibly known to be endemic to one cove on the edge of the Cumberland Plateau , near the town of Sherwood , Tennessee .","This snail was long thought but not known to be endemic to one cove on the edge of the Cumberland Plateau , near the town of Sherwood , Tennessee .","[""It is now a species in its own right."", ""The snail is about 2 centimeters wide and 1 high."", ""Its shape is a depressed dome."", ""The shell has six whorls which are whitish with brownish blotches."", ""The juvenile has a translucent and brightly colored shell.""]",past,fin,none
It is now thought and possibly known to be extinct .,It is now thought but not known to be extinct .,"[""The giant Atlas barbel (Labeobarbus reinii) was a ray-finned fish species in the family Cyprinidae.""]",past,fin,none
People think and possibly knows they may be extinct within the next few years as there are less than 80 left .,People think but doesn't know they may be extinct within the next few years as there are less than 80 left .,"[""Telestes polylepis is a species of ray-finned fish in the family Cyprinidae."", ""It is a freshwater fish."", ""It is found only in a 100-metre stretch of a Croatian stream."", ""Its natural habitat is rivers."", ""It is threatened by new species of Pike being introduced to its stream as well as habitat loss.""]",pres,fin,3
"Although generally considered to be distinct species , they have in the past been thought and possibly known to be conspecific by some authors .","Although generally considered to be distinct species , they have in the past been thought but not known to be conspecific by some authors .","[""They are colourful, being mainly strongly iridescent golden and crimson with a black hood and a green throat."", ""Females lack the elongated rectrices and have a mainly green plumage."", ""Taxonomy"", ""The genus Topaz was introduced by the English zoologist George Robert Gray in 1840 with the crimson topaz as the type species."", ""The genus contains two species, the crimson topaz and the fiery topaz.""]",past,fin,none
The divergence between these clades is thought and possibly known to be a result of landscape dynamics and a historic period of aridity .,The divergence between these clades is thought but not known to be a result of landscape dynamics and a historic period of aridity .,"[""It is found in Burundi, Democratic Republic of the Congo, Rwanda, and Uganda."", ""Its natural habitats are freshwater lakes and freshwater marshes."", ""It is threatened by habitat loss."", ""The Grauer's swamp warbler is endemic to the Albertine Rift and is found in montane swamps above 1900m."", ""An investigation of the species population genetic structure revealed three clades across this region: clade 1, Virunga Volcanoes and Kigezi Highlands; clade 2, Rugege Highlands; and clade 3, Kahuzi-Biega Highlands (with clades 2 and 3 being sister groups).""]",past,fin,none
"I think and possibly know something will happen between them but right now Jess is his best friend . ""","I think but don't know something will happen between them but right now Jess is his best friend . ""","[""When asked about Jessie's inclusion, Jesse Douglas stated, \""I'd be bummed if I upset anybody."", ""Jessie is pretty cool."", ""It is not like she is a girl who is whining all the time."", ""If anything, she is a really good springboard for the rest of the storyline.\"""", ""Roth supported her, claiming that \""Jonny hasn't discovered girls yet but when he does Jessie would be the type of girl he'd like to be with...""]",pres,fin,1
"Early issues of the Corante are thought and possibly known to have appeared as early as the spring of 1621 ; in September that year , Thomas Archer , a printer in London , was arrested for distributing corantos without a license , and his printing press was shut down .","Early issues of the Corante are thought but not known to have appeared as early as the spring of 1621 ; in September that year , Thomas Archer , a printer in London , was arrested for distributing corantos without a license , and his printing press was shut down .","[""Corante: or, Newes from Italy, Germany, Hungarie, Spaine and France was the first newspaper printed in England."", ""The earliest of the seven known surviving copies is dated 24 September 1621 (although John Chamberlain is on record as having complained about them in August), and the latest is dated 4 November that year."", ""As with its predecessors, of which the earliest surviving copy is Pieter van den Keere's"", ""The new tydings out of Italie are not yet com from 2 December 1620, the Corante  was translated from a Dutch coranto (hence the name) into English, and \u2013 as the result of a 1586 edict from the Star Chamber \u2013 carried no news about England."", ""Unlike those predecessors, however, the Corante was printed locally, instead of being a Dutch import; in fact, the Corante's existence was the result of a request from James I that Dutch authorities cease coranto exports.""]",past,fin,none
"Ultimately , The Globe thought and possibly knew that "" Saramago has always pointed us to in lieu of literature 's standard endings : the rare beacons of goodness that cut through the murky darkness of mankind .","Ultimately , The Globe thought but didn't know that "" Saramago has always pointed us to in lieu of literature 's standard endings : the rare beacons of goodness that cut through the murky darkness of mankind .","[""Writing for The Guardian, Ursula K. Le Guin gave Saramago's Seeing high praise, noting that, \""He has written a novel that says more about the days we are living in than any book I have read."", ""He writes with wit, with heartbreaking dignity, and with the simplicity of a great artist in full control of his art."", ""Let us listen to a true elder of our people, a man of tears, a man of wisdom.\"""", ""The Boston Globe wrote, \""'Saramago displays the stylistic eccentricities that have become his hallmarks: his punctuation-free prose (only the comma works overtime), his page-long sentences, his clauses within clauses within clauses."", ""But rather than tangle the narrative, these techniques propel it \u2013 the next pair of parentheses you encounter will feel heavy, unnecessary.\""""]",past,fin,none
Overall I think and possibly know it 's very warm .,Overall I think but don't know it 's very warm .,"[""The album and especially its lead single, \""Free\"", has become her most successful work of music in the mainstream pop world on both sides of the Atlantic so far."", ""\""Found a Cure\"" and \""New Kind of Medicine\"" were also hit singles."", ""As of July 1999, the album sold 150,000 units in the U.S., according to Nielsen SoundScan."", ""She told in an interview about the album, \""It has dance elements but it's much broader than just that."", ""There are ballads, mid-tempo grooves.""]",pres,fin,1
"I think and possibly know it 's a good llstening album . ""","I think but don't know it 's a good llstening album . ""","[""\""Found a Cure\"" and \""New Kind of Medicine\"" were also hit singles."", ""As of July 1999, the album sold 150,000 units in the U.S., according to Nielsen SoundScan."", ""She told in an interview about the album, \""It has dance elements but it's much broader than just that."", ""There are ballads, mid-tempo grooves."", ""Overall I think it's very warm.""]",pres,fin,1
The Thatchers Arms in Mount Bures was thought and possibly known to have become a brewhouse or public house to quench the thirst of the navvies working on the railway line and the viaduct in the late 1840s .,The Thatchers Arms in Mount Bures was thought but not known to have become a brewhouse or public house to quench the thirst of the navvies working on the railway line and the viaduct in the late 1840s .,"[""Mount Bures is a small village in England on the Essex and Suffolk borders."", ""It takes its name from the mount or motte believed to have been built shortly after the invasion by William the Conqueror in 1066."", ""The Gainsborough railway line that runs through the village is believed to have been opened in 1848."", ""A few miles down the line from Mount Bures is the Chappel Viaduct.""]",past,fin,none
"A cliquet can be thought and possibly known of as a series of "" pre-purchased "" at - the - money options .","A cliquet can be thought but not known of as a series of "" pre-purchased "" at - the - money options .","[""A cliquet option or ratchet option is an exotic option consisting of a series of consecutive forward start options."", ""The first is active immediately."", ""The second becomes active when the first expires, etc."", ""Each option is struck at-the-money when it becomes active."", ""A cliquet is, therefore, a series of at-the-money options but where the total premium is determined in advance.""]",past,fin,none
It is thought and possibly known to have become extinct on the main Auckland Islands due to the presence of introduced feral cats and pigs ; it is hoped the eventual removal of these from the islands will allow for reintroductions to other islands in the group .,It is thought but not known to have become extinct on the main Auckland Islands due to the presence of introduced feral cats and pigs ; it is hoped the eventual removal of these from the islands will allow for reintroductions to other islands in the group .,"[""Little is known about the reproductive biology of the Auckland rail."", ""The few nests that have been found contained clutches of two eggs, probably laid in early November."", ""The eggs are cream coloured with red, brown and grey spots."", ""The Auckland rail is highly secretive and was considered to be extinct for many years before its rediscovery."", ""The population of about 1500 birds is currently stable on the two islands it survives on.""]",past,fin,none
WCCAC members are thought and possibly known to have included :,WCCAC members are thought but not known to have included :,"[""Organization and beliefsThe Worldwide Communion of Catholic Apostolic Churches adhered to a conventional Catholic Christian faith, though with openness to other beliefs that they perceive do not contradict the Catholic faith."", ""Similarly, the WCCAC understanding of church structure and hierarchy, sacraments, and holy orders essentially did not differ from conventional Catholicism, but dissolution of marriage by a bishop was allowed."", ""The founding bishops' statement added that \""We do not accept any ordination of women into the Holy Orders (...)."", ""We do not allow any homosexual clergy in any communion churches.\"""", ""Member churches were formed in different countries, presided over by bishops.""]",past,fin,none
"WildlifeRats are thought and possibly known to have arrived on the island , as to the Shiant Islands , from a shipwreck ( although this may be folklore ) .","WildlifeRats are thought but not known to have arrived on the island , as to the Shiant Islands , from a shipwreck ( although this may be folklore ) .","[""Bayble Island lies at the southern end of Bayble Bay (Pabail Bay)."", ""It consists of two islands (Eilean M\u00f2r Phabaill and Eilean Beag Phabaill), but these appear as a single island from most directions."", ""The hamlets of Upper and Lower Bayble overlook the island and bay."", ""Bayble Island () is an uninhabited island off the south coast of the Eye Peninsula of Lewis, in the Outer Hebrides of Scotland.""]",past,fin,none
"For many decades , the V.3 was thought and possibly known to be a modification to the V.2 instead of a separate aircraft .","For many decades , the V.3 was thought but not known to be a modification to the V.2 instead of a separate aircraft .","[""The Fokker V.2 and V.3 aircraft were developed from the Fokker V.1, but utilized an 89\u00a0kW (120\u00a0hp) Mercedes liquid-cooled inline engine instead of the rotary."", ""This is similar to the Fokker V.6 being tested as the Fokker V.5 was being developed."", ""Like the V.1, the fuselage was circular in cross section, and the wings were covered with plywood."", ""To match the center of pressure and center of gravity with the heavier engines, these aircraft had their upper wing's outboard sections swept back.""]",past,fin,none
We thought and possibly knew we ’d release three really rock singles off the record first .,We thought but didn't know we ’d release three really rock singles off the record first .,"[""\""Violent and Lazy\"" is the fourth single by Grinspoon from their second studio album Easy."", ""It was released on 13 November 2000 on the Grudge label (the Australian imprint of Universal Records), which peaked at No.\u00a015 on the ARIA Alternative Singles Chart."", ""Grinspoon guitarist Pat Davern describes the song as being \""probably the least heavy song on Easy.""]",past,fin,none
This keratin 6 isoform is thought and possibly known be less abundant than the closely related keratin 6A protein .,This keratin 6 isoform is thought but not known be less abundant than the closely related keratin 6A protein .,"[""Keratin 6B is a type II cytokeratin, one of a number of isoforms of keratin 6."", ""It is found with keratin 16 and/or keratin 17 in the hair follicles, the filiform papillae of the tongue and the epithelial lining of oral mucosa and esophagus.""]",past,fin,none
"Sigma receptors are thought and possibly known to be involved in the drug psychosis that can be induced by some drugs such as phencyclidine and cocaine , and rimcazole was originally researched as a potential antipsychotic with a different mechanism of action to traditional antipsychotic drugs .","Sigma receptors are thought but not known to be involved in the drug psychosis that can be induced by some drugs such as phencyclidine and cocaine , and rimcazole was originally researched as a potential antipsychotic with a different mechanism of action to traditional antipsychotic drugs .","[""Rimcazole is an antagonist of the sigma receptor as well as a dopamine reuptake inhibitor.""]",past,fin,none
Issac Slover is also thought and possibly known to be buried in the cemetery of Agua Mansa .,Issac Slover is also thought but not known to be buried in the cemetery of Agua Mansa .,"[""Slover is known for his association with many other trappers in the American Southwest, including Ewing Young and William Wolfskill working the tributaries of the Colorado River in 1824, and with James Ohio Pattie and his father Sylvester Pattie on the Gila River and Lower Colorado River in 1828."", ""Seeking food and water they cached their furs and went west to Baja California where they were arrested and imprisoned at San Diego from late 1828 to 1829."", ""Later from New Mexico, Slover crossed the southwest into Alta California on the Old Spanish Trail, and helped open overland trading between that province and New Mexico."", ""By 1843, Slover had established himself and his family in California, settling near San Bernardino."", ""He continued to trap and hunt in the region, and died of injuries received in a bear attack in 1854.""]",past,fin,none
"Owing to confusion with an earlier cardinal , Pandulf of Pisa , Pandolfo was thought and possibly known to have been born in 1101 and thus died over the age of one hundred in or after 1201 .","Owing to confusion with an earlier cardinal , Pandulf of Pisa , Pandolfo was thought but not known to have been born in 1101 and thus died over the age of one hundred in or after 1201 .","[""The Church favoured such moves, seeing the need to return power to the Communes."", ""On arrival in Tuscany, Masca succeeded in uniting the towns under the flag of the anti-feudality and of keeping themselves distinct from imperial authority."", ""However, on the succession of Innocent III, the new pope did not wish to become part of the anti-imperialist league but instead to take possession of the Tuscan towns himself."", ""Innocent wrote immediately to Masca and another cardinal who accepted the League's agreements (Bernardo, canon of S. Frediano of Lucca), affirming that the alliance had his disapproval since signoria (overlordship) over the March of Tuscany formally belonged to the Church, and as such the Pope could not negotiate with those who were in fact his subjects."", ""Though this weakened the League, the Tuscan towns opposed the Pope in this, forcing him soon to give up the idea of a temporal dominion over Tuscany and limit himself to obstructing the League.""]",past,fin,none
"But I do think and possibly know it is a stab at authentication of poets who do n’t belong to a team and whose work is reluctant to be either excluded or subsumed by one or the other , yet has sympathetic concerns to certain strains and not to others . ""","But I do think but don't know it is a stab at authentication of poets who do n’t belong to a team and whose work is reluctant to be either excluded or subsumed by one or the other , yet has sympathetic concerns to certain strains and not to others . ""","[""The poets tell almost-stories, or almost-obscured ones."", ""They are sardonic, angered, defensively difficult, or desperate; they want to entertain as thoroughly as, but not to resemble, television.\"""", ""Discussing the term later in Poetry Magazine, Tony Hoagland wrote, \""Burt\u2019s definition is quite general in order to encompass the diversity of the poetry [she] champions, but [she] gets the mania and the declarativeness right."", ""Also the relentless dodging or obstruction of expectation.\"""", ""C. D. Wright, a poet termed elliptical by Burt, states her nervousness about the label in an interview with Kent Johnson in Jacket Magazine: \""Regarding the elliptical business, I\u2019m less enthusiastic.""]",none,inf,none
It is thought and possibly known to have lived in high - altitude shrublands ( like the surviving New Zealand rock wren ) and perhaps montane southern beech forest .,It is thought but not known to have lived in high - altitude shrublands ( like the surviving New Zealand rock wren ) and perhaps montane southern beech forest .,"[""Its weight is estimated at 30 g, which makes it heavier than any surviving New Zealand wren, but lighter than the also-extinct stout-legged wren."", ""The bill of this species was both long and curved, unlike that of all other acanthisittid wrens."", ""The species is known only from subfossils at four sites in Northwest Nelson and Southland; it seems to have been absent from the North Island and eastern South Island."", ""The holotype was collected in 1986 from Moonsilver Cave, on Barrans Flat, near Takaka."", ""It is the rarest fossil wren from New Zealand and presumably was the least common species when it was still extant.""]",past,fin,none
Latitudinarians think and possibly knows that de re attitudes are not a category distinct from de dicto attitudes ; the former are just a special case of the latter .,Latitudinarians think but doesn't know that de re attitudes are not a category distinct from de dicto attitudes ; the former are just a special case of the latter .,"[""Latitudinarianism, in at least one area of contemporary philosophy, is a position concerning de dicto and de re (propositional)  attitudes.""]",pres,fin,3
"The origin of the name Wraxall , shared with several other villages in Somerset , Wiltshire and Dorset , is thought and possibly known to be "" a nook of land frequented by buzzards "" .","The origin of the name Wraxall , shared with several other villages in Somerset , Wiltshire and Dorset , is thought but not known to be "" a nook of land frequented by buzzards "" .","[""Wraxall is a civil parish in the English county of Dorset, consisting of the two hamlets Higher Wraxall and Lower Wraxall."", ""It is situated in a valley in the chalk hills of the Dorset Downs, about  north-west of the county town Dorchester."", ""Dorset County Council's 2013 mid-year estimate of the parish population is 40.""]",past,fin,none
Less than 250 mature individuals are thought and possibly known to exist .,Less than 250 mature individuals are thought but not known to exist .,"[""Agrostis trachychlaena is a species of grass in the family Poaceae."", ""It is endemic to Inaccessible and Nightingale Islands, Tristan da Cunha."", ""Its natural habitat is subantarctic grassland.""]",past,fin,none
Located in Lot Number 1 of Joseph Mills ' subdivision it is thought and possibly known he designed and built it .,Located in Lot Number 1 of Joseph Mills ' subdivision it is thought but not known he designed and built it .,"[""Mills' Row is historic building in Cincinnati, Ohio."", ""Description and history"", ""The large brick building has a rectangular base plan.""]",past,fin,none
By 2008 all wild individuals were thought and possibly known to have been extirpated .,By 2008 all wild individuals were thought but not known to have been extirpated .,"[""Phyllostegia kaalaensis, the Kaala phyllostegia, is a species of flowering plant in the mint family, Lamiaceae, that is endemic to the island of Oahu in  Hawaii."", ""It can be found in mesic forests on the slopes of the Waianae Range at elevations of ."", ""In 2003 there were 36 or 37 individuals remaining.""]",past,fin,none
Fewer than 70 mature individuals are thought and possibly known to remain .,Fewer than 70 mature individuals are thought but not known to remain .,"[""Dypsis faneva is a species of flowering plant in the  Arecaceae family."", ""It is a palm endemic to Madagascar, where it grows in rainforests."", ""It is threatened by habitat destruction.""]",past,fin,none
The lack of a cutman is thought and possibly known to have been a determining factor that cost Holyfield the match .,The lack of a cutman is thought but not known to have been a determining factor that cost Holyfield the match .,"[""Turner worked with Heavyweight contender Michael Grant and most recently with rising prospect John Duddy."", ""Don Turner has worked with or trained more than 20 world boxing champions and countless top ranked contenders."", ""Cutman Incident"", ""He is credited as being the man who convinced Evander Holyfield that the cutman is \""the biggest scam in boxing.\"""", ""During the heavyweight championship bout, Holyfield suffered a cut above his left eye which kept reopening during the match, affecting his vision.""]",past,fin,none
It is also thought and possibly known to have disappeared from Panama as there are no records since late 1990s .,It is also thought but not known to have disappeared from Panama as there are no records since late 1990s .,"[""Colouring was highly variable and usually different between males and females."", ""They had weakly developed and relatively inconspicuous poison glands scattered over the head and dorsum; nevertheless, they produced tetrodotoxin, a potent neurotoxin."", ""Anatomy"", ""Conservation status"", ""This once locally abundant species has not been seen in Costa Rica since 1996 and is considered extinct in the country.""]",past,fin,none
"It is thought and possibly known that it may be fossorial , living underground for most of the year and emerging only in wet conditions , and it is not clear whether or not it estivates .","It is thought but not known that it may be fossorial , living underground for most of the year and emerging only in wet conditions , and it is not clear whether or not it estivates .","[""In the United States its range extends from near Mobile southwards to the San Cristobal Wash and the Organ Pipe Cactus National Monument and eastwards to the Mission San Xavier del Bac and the Altar Valley."", ""In Mexico its range is from the west-central part of Sonora State northwards."", ""Its altitudinal range is from ."", ""Its typical habitat is arid and semi-arid plains with grass, creosote bush, mesquite and saguaro."", ""BehaviorThe Sonoran green toad is nocturnal and little is known of its behavior outside the breeding season.""]",past,fin,none
"One councilor thinks and possibly knows he finds the answer in a scheme to make an apprentice baker the king of Monevassia , at least long enough for the army to ward off Spiro .","One councilor thinks but doesn't know he finds the answer in a scheme to make an apprentice baker the king of Monevassia , at least long enough for the army to ward off Spiro .","[""He offers her three wishes and is nonplussed when she refuses them: she's read all the stories of wishes gone bad."", ""Not to be outdone, he assumes the role of boarder at her crippled mother's house and is won over by their charm and, especially, Selene's pastries."", ""The Nightmare: Bullies especially should be careful what they ask for from their victims \u2014 you never know when a contagious curse of nightmares is going around."", ""Kevin is starting junior high thinking he is going to be big man on campus, but after threatening a little old lady on the street, he begins to have the worst nightmares of all: seeing himself through the eyes of others."", ""The Baker King: The peaceful island kingdom of Monevassia has been running very well for nine years without a king, but when Spiro the Unpopular threatens to take over, the royal council must make some difficult decisions: either elect a new king, find the long-lost crown prince, or be subjugated by the pretender, Spiro.""]",pres,fin,3
"It is thought and possibly known that settlement began in the area during Roman times , at a place known as Nisdomia .","It is thought but not known that settlement began in the area during Roman times , at a place known as Nisdomia .","[""Location and GeographyLocated between Torrevieja and Murcia, San Miguel de Salinas is the highest town in the comarca."", ""Its area (54\u00a0km\u00b2) descends from the mountain with many streams and gullies leading to the plain, known as El Llano, where the salt lakes are found."", ""Local roads connect the town with Orihuela, Bigastro, Torrevieja and other towns in the area."", ""From Alicante and Cartagena, the town can be accessed via the A-7 (E15) and AP-7 then the CV-940 and CV-941."", ""History""]",past,fin,none
The population status is thought and possibly known to be rare and threatened by disturbance by tourists .,The population status is thought but not known to be rare and threatened by disturbance by tourists .,"[""Anomaloglossus roraima is a species of frog in the family Aromobatidae."", ""It is found on the tepui of southeastern Venezuela and western Guyana; it is expected to be found in the nearby Brazil."", ""Its type locality is Mount Roraima."", ""It mainly inhabits large bromeliads in tepui scrub and high-tepui meadows at elevations between  asl.""]",past,fin,none
"The species was thought and possibly known to already have become extinct , but in 2007 , it was re-discovered in the Monteverde Cloud Forest of Costa Rica when a single male was found .","The species was thought but not known to already have become extinct , but in 2007 , it was re-discovered in the Monteverde Cloud Forest of Costa Rica when a single male was found .","[""Isthmohyla rivularis is a rare species of frog in the family Hylidae."", ""It occurs in the cordilleras of Tilar\u00e1n, Central, and Talamanca in Costa Rica as well as adjacent western Panama.""]",past,fin,none
"Dahl 's aquatic frog was once thought and possibly known to be able to consume the eggs , tadpoles , and young of the invasive and venomous cane toad with no apparent ill effect , but this observation was based on a handful of captive survivals .","Dahl 's aquatic frog was once thought but not known to be able to consume the eggs , tadpoles , and young of the invasive and venomous cane toad with no apparent ill effect , but this observation was based on a handful of captive survivals .","[""Dahl's aquatic frog (Ranoidea dahlii) is a species of frog in the subfamily Pelodryadinae, endemic to Australia."", ""Its natural habitats are dry savanna, subtropical or tropical dry lowland grassland, freshwater lakes, intermittent freshwater lakes, freshwater marshes, and intermittent freshwater marshes.""]",past,fin,none
"Despite being classified as Near Threatened on the IUCN Red List , it is thought and possibly known to be a very rare and declining species , and thus a more threatened conservation status is likely warranted .","Despite being classified as Near Threatened on the IUCN Red List , it is thought but not known to be a very rare and declining species , and thus a more threatened conservation status is likely warranted .","[""Phrynomedusa appendiculata, the Santa Catarina leaf frog, is a species of frog in the subfamily Phyllomedusinae."", ""It is endemic to Brazil, where it is only known from the southern Atlantic Forest."", ""Its natural habitats are subtropical or tropical moist lowland forests and rivers.""]",past,fin,none
The species was thought and possibly known to be extinct but rediscovered through a second observation in Pekalongan .,The species was thought but not known to be extinct but rediscovered through a second observation in Pekalongan .,"[""Ichthyophis hypocyaneus, the Javan caecilian or marsh caecilian, is a species of amphibian in the family Ichthyophiidae of caecilians, endemic to Java, Indonesia."", ""Until its rediscovery in 2000, it was known only from the 1827 type specimen."", ""Distribution and habitatIchthyophis hypocyaneus is so far known from four sites on Java Island, Indonesia, and was originally described in Banten in West Java.""]",past,fin,none
It is thought and possibly known to be a species complex made up of several species grouped under one scientific name .,It is thought but not known to be a species complex made up of several species grouped under one scientific name .,"[""Adenomera bokermanni is a species of frog in the family Leptodactylidae, the southern frogs."", ""It is endemic to Brazil, where it is a very common frog.""]",past,fin,none
"The cause of extinction is thought and possibly known have been habitat loss and change ( deforestation resulting from agricultural encroachment , human settlement of the region , logging , fires , and landslides ) .","The cause of extinction is thought but not known have been habitat loss and change ( deforestation resulting from agricultural encroachment , human settlement of the region , logging , fires , and landslides ) .","[""Craugastor chrysozetetes appears to have been able to form hybrids with Craugastor fecundus."", ""Habitat and conservation"", ""Its natural habitat was premontane wet forest at elevations of  above sea level."", ""It occurred along the stream Quebrada de Oro."", ""It was always a rare species, and after several visits to the only known site failed to locate the species, the International Union for Conservation of Nature (IUCN) assessed it as extinct in 2004.""]",past,fin,none
"Although the species is currently classified as Least concern by the IUCN , it is thought and possibly known to be impacted by habitat loss due to agriculture , timber extraction , charcoal manufacture , and the spread of invasive species such as eucalypts .","Although the species is currently classified as Least concern by the IUCN , it is thought but not known to be impacted by habitat loss due to agriculture , timber extraction , charcoal manufacture , and the spread of invasive species such as eucalypts .","[""Distribution and habitat"", ""The species is widely distributed in the eastern moist lowland and montane rainforests of Madagascar, from Nosy Boraha down to Ivohibe, at altitudes of 900\u20131,100 m."", ""It also frequents swamps, marshes, and a variety of humid habitats in human use."", ""It appears to be locally common throughout its range."", ""Conservation""]",past,fin,none
The museum is thought and possibly known to have the largest collection of published material concerning barbed wire .,The museum is thought but not known to have the largest collection of published material concerning barbed wire .,"[""The Devils Rope Barbed Wire Museum is a museum located in McLean, Texas, United States."", ""The museum was officially opened in 1991 and  focuses on barbed wire and its history.""]",past,fin,none
"It s closest relative is thought and possibly known to be the Pilbara toadlet ( Uperoleia saxatilis ) , described in 2011 .","It s closest relative is thought but not known to be the Pilbara toadlet ( Uperoleia saxatilis ) , described in 2011 .","[""The mole toadlet (Uperoleia talpa) is a species of frog in the family Myobatrachidae."", ""It is endemic to Western Australia."", ""Its natural habitats are dry savanna and subtropical or tropical dry lowland grassland.""]",past,fin,none
The species was thought and possibly known to be extinct for over 70 years since its first observation and a study of five salamanders made by Robert Livingston and Harold T. Woodall in 1937 .,The species was thought but not known to be extinct for over 70 years since its first observation and a study of five salamanders made by Robert Livingston and Harold T. Woodall in 1937 .,"[""The cave splayfoot salamander (Chiropterotriton mosaueri) is a species of salamander in the family Plethodontidae."", ""It is endemic to Mexico, specifically in the Sierra Madre Oriental pine\u2013oak forests of the northern region of Hidalgo, Mexico.""]",past,fin,none
The dwarf black - bellied salamander ( Desmognathus folkertsi ) was originally thought and possibly known to be the blackbelly salamander ( Desmognathus quadramaculatus ) as they appear similar and are sympatric in the areas that the dwarf black - bellied salamander is found .,The dwarf black - bellied salamander ( Desmognathus folkertsi ) was originally thought but not known to be the blackbelly salamander ( Desmognathus quadramaculatus ) as they appear similar and are sympatric in the areas that the dwarf black - bellied salamander is found .,"[""The dwarf black-bellied salamander (Desmognathus folkertsi) is a species of salamander in the family Plethodontidae."", ""It is endemic to the United States."", ""Its natural habitats are temperate forests and rivers.""]",past,fin,none
"It was previously thought and possibly known to be a color morph of the southeastern dwarf salamander ( Eurycea quadridigitata ) , but was described in 2003 as a distinct species based on distinct morphology and behavior .","It was previously thought but not known to be a color morph of the southeastern dwarf salamander ( Eurycea quadridigitata ) , but was described in 2003 as a distinct species based on distinct morphology and behavior .","[""Chamberlain's dwarf salamander (Eurycea chamberlaini) is a species of salamander in the family Plethodontidae,  endemic to the United States."", ""Its natural habitats are temperate forests, rivers, and freshwater marshes."", ""It is only found in the states of North Carolina and South Carolina.""]",past,fin,none
